2022-04-20T17:50:14+00:00,1
2022-04-20T18:31:44+00:00,1
2022-04-20T18:48:12+00:00,1
2022-04-20T19:21:44+00:00,1
2022-04-20T19:41:48+00:00,1
2022-04-20T20:27:41+00:00,0
2022-04-20T20:44:54+00:00,0
2022-04-20T21:22:47+00:00,0
2022-04-20T21:43:57+00:00,0
2022-04-20T22:26:56+00:00,0
2022-04-20T22:46:49+00:00,0
2022-04-20T23:26:01+00:00,0
2022-04-20T23:44:31+00:00,0
2022-04-21T02:09:00+00:00,0
2022-04-21T03:49:09+00:00,0
2022-04-21T04:56:39+00:00,0
2022-04-21T05:44:03+00:00,0
2022-04-21T06:34:01+00:00,0
2022-04-21T06:55:59+00:00,0
2022-04-21T07:24:22+00:00,0
2022-04-21T07:41:59+00:00,0
2022-04-21T08:32:44+00:00,0
2022-04-21T08:51:06+00:00,0
2022-04-21T09:26:19+00:00,0
2022-04-21T09:45:25+00:00,0
2022-04-21T10:30:37+00:00,0
2022-04-21T10:47:31+00:00,0
2022-04-21T11:22:45+00:00,0
2022-04-21T11:41:58+00:00,0
